id,review
729,"If you think calculus is hard as is and you feel like torturing yourself, then Professor Cook is for you. He refuses to use any type of technology to make understanding better for the student. No iclickers and attendance was not mandatory. He never explains things in a general form and just goes over random problems right in the beginning."
2117,"He's brilliant, kind, and intelligent. He made me fall in love with Sociology and I'm always thankful to him."
1813,The homework is easy but I would have rather have had quizzes in between exams in order to test my assessment more frequently and balance out my grade. Her tests seemed to ask tricky questions and some were useless in that they had asked the names of certain people which not as important as understanding concepts.
2910,Amazing lecturer! Really enjoyed everyone of the classes and the tests were very fair. He made it clear that the tests were mainly from the books so I don't why people are complaining. And yes the books are written by him but he is a researcher. He is presenting his research and ideas to us and I think he made that clear.
3109,"Nerdy, funny personality. Genuinely enjoys teaching. Hates when people skip or don't pay attention. He ran out of the room to chase a guy who tried to skip out after taking attendance. Good at explaining things, but he does proofs faster than you can think about them. Sometimes, he will expect you to know really obscure integration rules."
1110,I thought Randy was great. His classes were never boring and his tests were fair. Go to class and you should be fine.
3257,She is a good professor. She might expect a lot from you but we are accounting students we are supposed to be willing to work hard and learn the material. Midterm and Final were not bad. I would recommend going to her office hours to ask questions about the assignments. Anyone can get A study for exams and do all assignments.
346,really cool prof. one of the best at UIC
1718,"the guy is the math teacher on campus. good teacher and explains things thoroughly, but he is hard to track down for office hours.  the people who complain about his teaching are only the people that have problems with math and failed the course.  he makes it relatively eay to get a good grade if you ar willing to work for it (but not teach urself)"
3103,"Good Professor, usually keeps class interesting.  A little to many proofs."
4110,He is one of the most incompitant professors in GMU.  His interest is to play with ther assignments to assure failure of a proportion of his class.  He does so by creating convoluted exams and lectures.  He will give 45 questions to be solved using only 1 mins/ques.  This tests nothing.  Do not take any of his classes.  He is &quot;Lord Voldemort.&quot;!!!!!
578,Excellent notes and assignments on the web.  He really wants you to know your stuff.  Great prof.
4089,This is by far the worst professor I have ever had. He NEVER replied to any of my emails and never even made an attempt at answering my questions. Graded material is extremely vague when returned and doesn't explain it if you ask. This class is hard to begin with but when you combine it with Lyons it becomes horiffic. I don't recommend him
